V1	V2	Bin
11.080022	-24.997314	bin_6
-28.794764	58.357986	bin_16
-54.85143	14.240246	bin_1
9.021348	-14.616557	bin_15
21.009007	-1.7319534	bin_10
-3.7957916	-66.21652	bin_12
27.23738	23.747227	bin_3
21.757055	-19.04522	bin_13
12.206209	-26.48713	bin_6
-67.07201	-5.713167	bin_4
-29.30673	59.62847	bin_16
-56.23721	12.274232	bin_1
14.935657	-4.184249	bin_10
-6.504664	11.680811	bin_15
18.935558	25.081644	bin_3
45.524014	-7.0903306	bin_14
11.7342205	-27.198627	bin_6
22.959589	-19.349098	bin_13
21.834492	1.8746594	bin_10
-28.647776	59.617916	bin_16
-5.595597	-66.90589	bin_12
-3.1938019	13.955171	bin_15
-66.38357	-1.8429456	bin_4
18.452675	24.958202	bin_3
-56.59563	15.468363	bin_1
19.720873	-0.52905357	bin_10
10.80492	-26.278425	bin_6
22.71327	-19.72273	bin_13
-28.228493	56.897247	bin_16
-6.598415	11.55212	bin_15
44.02329	-9.84624	bin_14
21.307749	-7.3647523	bin_10
-53.327515	14.282431	bin_1
25.15502	25.151758	bin_3
-62.404644	-3.2066574	bin_4
-5.3925447	-64.948364	bin_12
10.798466	-24.884571	bin_6
-29.228392	57.268528	bin_16
20.816307	-18.30977	bin_13
9.050312	-15.410721	bin_15
20.87343	-1.7787757	bin_10
23.863937	25.295355	bin_3
45.877396	-8.460623	bin_14
22.596636	26.72995	bin_3
-64.262474	-4.8942447	bin_4
-55.695965	8.715847	bin_1
15.997632	-5.555056	bin_10
34.953484	21.54163	bin_13
-31.225058	57.781567	bin_16
8.928445	-15.601619	bin_15
10.415553	-25.82047	bin_6
20.725086	23.609411	bin_3
-7.59064	-65.589905	bin_12
23.336401	0.15934709	bin_10
56.655876	-20.76231	bin_3
-55.879753	17.41844	bin_1
34.781303	21.28092	bin_13
10.082599	-14.97099	bin_15
0.94773936	10.781401	bin_6
44.690235	-9.73215	bin_14
-69.347046	-3.6372817	bin_4
-30.346132	59.13848	bin_16
17.900547	24.023611	bin_3
19.627657	-3.2660165	bin_10
25.273127	24.629187	bin_3
-3.1488388	-67.44339	bin_12
34.09303	19.994303	bin_13
-6.854344	11.052474	bin_15
2.284665	5.3915954	bin_6
6.5835624	23.134598	bin_16
18.821718	-4.2960396	bin_10
-58.16103	15.811496	bin_1
20.28814	23.35746	bin_3
-66.12047	-1.6872917	bin_4
45.63919	-9.625217	bin_14
34.44971	20.703896	bin_13
16.951511	-7.37101	bin_10
-4.041784	13.302765	bin_15
2.0708232	7.0932455	bin_6
6.6429386	23.078676	bin_16
21.357239	22.35052	bin_3
-53.377384	16.162771	bin_1
-3.478302	-64.83805	bin_12
-65.48947	-6.245691	bin_4
17.56156	-7.4774375	bin_10
33.023106	18.145126	bin_13
5.4207587	22.425882	bin_3
44.94247	-8.574496	bin_14
1.1342264	11.6098385	bin_6
-3.7245417	14.118554	bin_15
-9.381306	-12.851332	bin_16
-5.5906725	-65.90206	bin_12
16.52415	-1.5630766	bin_10
-57.93944	16.121367	bin_1
20.756027	22.251158	bin_3
33.09823	18.274662	bin_13
-63.727665	-5.742032	bin_4
2.0538423	7.1127806	bin_6
-5.390565	12.862371	bin_15
-28.880074	60.611824	bin_16
19.179363	-4.51104	bin_10
-7.868112	-66.619446	bin_12
46.01625	-9.501654	bin_14
22.129416	22.352726	bin_3
23.478292	3.1578991	bin_10
2.4476728	2.295802	bin_6
-28.844107	60.647396	bin_16
-57.09277	13.481717	bin_1
-4.5216107	-67.01037	bin_12
-66.82518	-6.6112185	bin_4
24.30558	22.728683	bin_3
34.025887	19.931507	bin_13
-6.86236	10.989094	bin_15
16.602705	-5.420847	bin_10
45.196568	-9.04171	bin_14
1.197438	9.24427	bin_6
6.631902	23.03021	bin_16
-6.4683475	-67.79651	bin_12
17.558218	-4.7048135	bin_10
-65.72963	-4.309427	bin_4
24.578669	24.204079	bin_3
-6.693305	11.476435	bin_15
-55.879177	8.250859	bin_1
1.4211175	8.42541	bin_6
6.5579634	23.138346	bin_16
-7.7495956	-66.73067	bin_12
18.86287	-5.6228557	bin_10
45.00079	-9.407663	bin_14
22.586252	25.623201	bin_3
21.161839	-19.91255	bin_13
-4.4727616	13.480603	bin_15
-63.452606	-3.8903394	bin_4
5.8365583	23.35331	bin_3
15.779295	-2.7579672	bin_10
0.7163412	15.787738	bin_6
6.5648546	23.150084	bin_16
-6.096569	-66.61263	bin_12
22.486456	26.727968	bin_3
-53.965267	11.314545	bin_1
-3.8187969	13.570805	bin_15
44.823883	-9.365481	bin_14
20.494524	-7.6475115	bin_10
21.613197	25.176147	bin_3
21.87994	-18.559774	bin_13
-4.732091	-65.952484	bin_12
0.799022	12.851127	bin_6
-67.292496	-6.0386796	bin_4
21.071218	23.978868	bin_3
19.087608	-1.1996706	bin_10
-6.4555182	12.440989	bin_15
-9.382232	-12.997605	bin_16
25.194498	25.863295	bin_3
-6.5823812	-66.85298	bin_12
22.550175	-20.95327	bin_13
-55.367306	14.364456	bin_1
3.842412	-4.670102	bin_6
15.69538	-1.3999493	bin_10
-68.31385	-1.6404697	bin_4
29.110964	-10.993857	bin_3
-0.84371006	15.0672245	bin_15
-32.03647	59.02766	bin_16
46.076477	-10.058514	bin_14
-6.4552765	-66.36603	bin_12
-10.485395	2.8285358	bin_3
22.96616	-19.0438	bin_13
21.039352	-0.7684115	bin_10
12.140679	-26.67177	bin_6
21.896006	25.673485	bin_3
-68.91	-2.8085938	bin_4
-4.254346	13.4175	bin_15
-28.586836	57.488277	bin_16
-55.55136	11.838643	bin_1
23.016926	1.8593923	bin_10
19.857492	25.659777	bin_3
21.6796	-19.999117	bin_13
13.206285	-25.678476	bin_6
21.089901	23.198391	bin_3
23.879868	2.307848	bin_10
-3.730105	13.169943	bin_15
-31.955307	58.9213	bin_16
-4.081954	-68.04138	bin_12
-68.0785	-1.6397041	bin_4
6.020273	22.11981	bin_3
21.584156	-1.775702	bin_10
46.984997	-9.24961	bin_14
22.406712	-20.078028	bin_13
21.606575	24.980488	bin_3
-60.79951	12.340161	bin_1
13.392901	-25.301533	bin_6
-27.586586	58.898045	bin_16
-3.31871	13.78319	bin_15
17.288189	23.836597	bin_3
20.582462	-5.042764	bin_10
-64.50872	-6.2582154	bin_4
-3.1706636	-67.884636	bin_12
21.207048	-18.294643	bin_13
17.321362	23.942091	bin_3
-55.229103	15.911772	bin_1
2.944182	1.9513185	bin_6
-26.48117	54.7352	bin_16
-1.5670725	14.780522	bin_15
17.450514	-4.5599446	bin_10
20.41582	24.439373	bin_3
-65.17558	-4.772437	bin_4
21.06488	-18.884335	bin_13
44.613503	-9.854114	bin_14
5.285205	22.750685	bin_3
0.8177722	14.639486	bin_6
21.694715	-4.289194	bin_10
-9.377102	-13.077764	bin_16
-4.293292	-67.16137	bin_12
-54.01071	11.630124	bin_1
17.874636	23.476004	bin_3
-2.693319	14.130934	bin_15
16.397385	-4.591937	bin_10
21.293684	-19.808765	bin_13
-67.19229	-5.209311	bin_4
17.905935	24.806574	bin_3
1.5538177	8.247892	bin_6
-29.145662	58.323483	bin_16
-60.7399	13.581309	bin_1
23.92172	26.874199	bin_3
17.154335	-6.918608	bin_10
-5.931736	12.0377655	bin_15
21.33517	-18.870996	bin_13
45.740723	-7.7246294	bin_14
25.98078	23.993689	bin_3
0.32005483	11.475818	bin_6
-6.8469424	-67.92356	bin_12
-28.155907	58.032757	bin_16
-67.60314	-3.9037485	bin_4
21.666473	0.7873845	bin_10
48.51509	-9.040804	bin_3
-59.64187	12.22171	bin_1
-5.645844	12.646651	bin_15
22.881723	-20.155014	bin_13
19.580938	25.222866	bin_3
15.767184	-5.5924683	bin_10
2.331702	6.595883	bin_6
-68.52876	-2.051303	bin_4
20.588009	23.934427	bin_3
44.997646	-8.341332	bin_14
-55.823997	13.071461	bin_1
-3.5786855	13.421721	bin_15
-5.211271	-65.0718	bin_12
21.782085	-3.8708007	bin_10
22.432667	-19.676003	bin_13
20.087856	23.009106	bin_3
-29.404282	56.684814	bin_16
1.7034636	10.76085	bin_6
19.394497	25.086464	bin_3
20.081799	-0.31950718	bin_10
-67.30948	-3.3093998	bin_4
-2.567487	14.719541	bin_15
46.18869	-9.672775	bin_14
33.230396	18.489765	bin_13
-55.814075	10.338492	bin_1
18.22442	23.049309	bin_3
-27.279968	58.750103	bin_16
1.2939478	11.127288	bin_6
-7.281591	-65.62244	bin_12
23.435429	-0.98661125	bin_10
19.836485	25.43422	bin_3
-2.5663178	14.725118	bin_15
-67.32744	-4.2280545	bin_4
-57.472576	11.644354	bin_1
21.899044	23.552546	bin_3
-28.196388	59.264477	bin_16
23.254866	3.4437072	bin_10
1.3819916	10.546625	bin_6
43.417995	-10.112419	bin_14
34.911827	21.529697	bin_13
19.011408	23.53111	bin_3
-2.8719752	14.335416	bin_15
-7.417393	-66.39562	bin_12
19.990234	-7.586201	bin_10
-64.50018	-5.183939	bin_4
21.72134	22.746712	bin_3
2.3132777	6.8788915	bin_6
-57.49445	13.44284	bin_1
21.974318	-19.32369	bin_13
23.464373	23.264366	bin_3
46.840183	-9.000963	bin_14
18.423231	-3.912082	bin_10
-5.415421	12.362607	bin_15
-31.533491	59.95379	bin_16
17.481392	25.301622	bin_3
-5.387498	-67.88161	bin_12
-63.758244	-5.6993146	bin_4
2.52647	6.2512574	bin_6
-54.643017	12.59977	bin_1
16.932138	-6.260336	bin_10
22.28232	-19.962116	bin_13
-12.306364	28.801191	bin_3
-6.5174575	11.535228	bin_15
45.31361	-9.052552	bin_14
24.698841	25.796558	bin_3
19.959488	0.18672357	bin_10
-66.17794	-1.0622592	bin_4
-3.2103713	-66.53776	bin_12
-27.480738	58.784657	bin_16
-58.13674	12.128122	bin_1
17.625175	24.931974	bin_3
2.4946196	2.0362096	bin_6
-6.7978497	11.222109	bin_15
18.974102	-5.733265	bin_10
21.55841	-18.864689	bin_13
17.10836	23.203865	bin_3
-66.85568	-3.3107336	bin_4
-27.104155	56.347282	bin_16
16.8023	23.744226	bin_3
18.076057	-2.0942876	bin_10
1.0343242	9.259314	bin_6
-5.105183	-64.59664	bin_12
21.329185	-18.57727	bin_13
-4.77615	13.559418	bin_15
23.119488	24.535536	bin_3
43.942135	-9.725138	bin_14
13.466999	-2.0839057	bin_10
-64.885155	-5.8576264	bin_4
-27.505735	57.422424	bin_16
-56.910294	11.5596285	bin_1
17.368206	25.608547	bin_3
0.8354336	10.47211	bin_6
-3.723461	-65.077644	bin_12
22.830643	-20.111517	bin_13
-5.0259776	13.005787	bin_15
22.119694	24.257921	bin_3
21.11915	-5.564039	bin_10
-26.640682	56.39223	bin_16
-67.54803	-5.8377104	bin_4
53.62657	-19.629475	bin_3
1.4967155	9.080769	bin_6
23.011753	1.1939651	bin_10
21.583723	-19.402765	bin_13
-5.439844	12.704306	bin_15
24.59288	26.581282	bin_3
-5.975669	-67.38793	bin_12
-69.11658	-3.7850928	bin_4
17.916739	24.54086	bin_3
25.238146	3.9005342	bin_10
2.3582034	5.677111	bin_6
44.739395	-7.911395	bin_14
-26.915121	56.005463	bin_16
-54.064533	12.175902	bin_1
20.61147	-18.21081	bin_13
-5.0629377	13.356567	bin_15
19.399508	22.516912	bin_3
-4.9515023	-66.08195	bin_12
17.41967	-5.0955267	bin_10
-64.09679	-1.6839334	bin_4
20.320398	26.193157	bin_3
0.7376933	11.380899	bin_6
-28.152838	56.07558	bin_16
-1.3950927	15.074949	bin_15
56.774063	-21.822536	bin_3
15.3423195	-4.455699	bin_10
46.037037	-10.030866	bin_14
-4.9025507	-66.53205	bin_12
-59.184822	10.793987	bin_1
21.357782	-19.966888	bin_13
18.749983	22.282187	bin_3
-63.97941	-4.100894	bin_4
0.81013787	10.311917	bin_6
24.016998	-0.84567034	bin_10
-31.44038	57.353134	bin_16
-4.4807687	13.390167	bin_15
-4.878006	-64.46232	bin_12
19.745975	22.07412	bin_3
44.80444	-9.273071	bin_14
-60.67195	13.418635	bin_1
33.04131	18.17449	bin_13
23.679405	0.58641225	bin_10
21.301493	23.96994	bin_3
-66.14648	-0.86128485	bin_4
5.688974	19.770767	bin_6
-27.532104	57.186245	bin_16
-6.543452	-66.48405	bin_12
-6.177696	12.15327	bin_15
18.008972	22.96157	bin_3
24.467533	3.988356	bin_10
-59.475353	14.903356	bin_1
33.429302	18.835169	bin_13
19.849335	22.960384	bin_3
-68.225555	-3.705022	bin_4
0.9736558	9.487947	bin_6
44.712852	-7.279187	bin_14
-3.7656114	-66.9704	bin_12
-27.074192	56.721985	bin_16
-5.834248	12.175615	bin_15
15.031788	-7.04998	bin_10
19.480145	26.195477	bin_3
32.781113	17.749739	bin_13
26.556559	23.96337	bin_3
-67.483505	-0.6231384	bin_4
-2.094509	-65.83143	bin_12
0.44225967	10.607076	bin_6
25.01247	2.8196723	bin_10
-29.60192	57.774845	bin_16
-56.518982	11.903441	bin_1
-6.2136655	12.008779	bin_15
44.933025	-7.361757	bin_14
17.336655	24.865946	bin_3
33.924698	19.713392	bin_13
15.134316	-4.788448	bin_10
20.746277	23.913778	bin_3
-4.4842668	-64.88117	bin_12
-65.211235	-5.4317346	bin_4
0.2812955	13.704135	bin_6
-28.642656	57.111366	bin_16
-1.0095092	15.138758	bin_15
25.372913	3.290188	bin_10
44.673126	-5.860866	bin_14
-6.068665	-67.49364	bin_12
-54.317276	12.93845	bin_1
-68.870476	-3.7914436	bin_4
17.117277	23.184702	bin_3
0.717603	15.326661	bin_6
14.522711	-2.3636222	bin_10
33.53203	19.020767	bin_13
-3.5107965	13.825294	bin_15
-5.853591	-67.26309	bin_12
-29.43834	55.668865	bin_16
44.80651	-8.138524	bin_14
-68.29906	-1.0795258	bin_4
21.974878	0.97203195	bin_10
0.6931845	15.599519	bin_6
18.529839	25.039	bin_3
-5.398453	13.652868	bin_15
22.4885	-19.958117	bin_13
-6.0732117	-65.70623	bin_12
-57.86785	12.282952	bin_1
25.138117	4.155339	bin_10
-31.083426	59.04319	bin_16
-67.227486	-1.0729984	bin_4
47.47164	-7.9758816	bin_14
0.68707466	11.557547	bin_6
-6.79972	-67.40666	bin_12
-4.1172132	13.7581005	bin_15
22.32152	-19.551142	bin_13
16.090994	-5.579278	bin_10
-29.230724	58.72661	bin_16
-63.405792	-6.567995	bin_4
17.782875	24.464458	bin_3
-4.113717	-65.598755	bin_12
1.5928876	9.120799	bin_6
20.022594	-0.88007045	bin_10
-5.983688	12.630198	bin_15
45.469784	-9.510179	bin_14
21.650461	-18.747154	bin_13
-56.43847	14.613558	bin_1
-28.125532	58.975365	bin_16
-67.12878	-4.198134	bin_4
12.957379	-5.539782	bin_10
-6.856699	-65.9395	bin_12
19.712456	22.945223	bin_3
1.9366838	7.352295	bin_6
-3.380185	13.434516	bin_15
21.662716	-19.08007	bin_13
52.922485	-18.365248	bin_3
45.887024	-8.977431	bin_14
16.608173	-4.184495	bin_10
-29.889378	57.45996	bin_16
-67.9253	-3.0936387	bin_4
-5.2179904	-66.37388	bin_12
-27.531013	57.548183	bin_3
2.6046495	2.2085073	bin_6
-60.973537	12.237987	bin_1
-6.658684	11.977566	bin_15
15.771201	-4.4887867	bin_10
18.555176	22.761934	bin_3
-4.8039427	-65.71569	bin_12
-29.011658	57.216736	bin_16
-66.07045	-4.279394	bin_4
22.25357	-19.193447	bin_13
47.2819	-8.359455	bin_14
21.046253	25.353386	bin_3
15.62434	-5.036408	bin_10
0.6139172	11.985228	bin_6
-58.230877	12.152703	bin_1
-4.9476776	12.927769	bin_15
-6.8631973	-64.5261	bin_12
17.86925	24.028494	bin_3
-26.447023	54.565155	bin_16
-67.26299	-2.1207352	bin_4
21.104124	-18.790876	bin_13
47.994858	-9.071988	bin_14
4.5174465	-1.7182015	bin_6
21.906326	21.557663	bin_3
16.506609	-6.4424233	bin_10
-6.027395	11.921103	bin_15
-59.020218	11.474734	bin_1
-3.8616517	-64.99753	bin_12
-68.63694	-5.495013	bin_4
22.56375	-19.54265	bin_13
24.017086	25.044727	bin_3
-26.788023	56.034676	bin_16
-4.20959	-67.30677	bin_12
12.923407	-25.124283	bin_6
-5.092094	12.604737	bin_15
-58.11884	9.324209	bin_1
16.775341	-3.6254754	bin_10
43.74474	-8.693653	bin_14
-66.587616	-6.842095	bin_4
22.331532	-20.018305	bin_13
23.889729	26.917387	bin_3
-30.476997	57.792747	bin_16
4.494763	-1.7649517	bin_6
-6.727955	11.214415	bin_15
21.349169	0.99982584	bin_10
-60.171917	12.102164	bin_1
6.5587726	21.3272	bin_3
26.29872	-44.061295	bin_4
21.359217	-18.987677	bin_13
-7.034857	-65.01295	bin_12
17.94767	25.664854	bin_3
-29.725819	57.347523	bin_16
2.0774324	6.979764	bin_6
-5.0581417	12.804072	bin_15
24.952398	3.540396	bin_10
-67.4337	-2.177615	bin_4
-53.92443	13.354398	bin_1
18.464361	24.914158	bin_3
45.525597	-8.826325	bin_14
21.102896	-18.36155	bin_13
-28.50025	58.931767	bin_16
-3.5033922	-65.07544	bin_12
-6.681074	11.049467	bin_15
0.8144521	12.043857	bin_6
20.67554	24.772226	bin_3
-69.1302	-1.4470475	bin_4
14.91316	-6.6399097	bin_10
-58.610485	11.514606	bin_1
22.129204	24.465158	bin_3
35.23453	22.2153	bin_13
-31.160103	59.076584	bin_16
-4.9645176	-67.22254	bin_12
-4.904485	13.770441	bin_15
2.254456	5.3308077	bin_6
20.123835	23.644934	bin_3
-67.59603	-2.0561817	bin_4
24.604994	3.996569	bin_10
-55.02092	13.221138	bin_1
35.009018	21.748074	bin_13
-29.824646	60.24957	bin_16
18.997826	23.239286	bin_3
44.52278	-9.128961	bin_14
-5.371121	12.813111	bin_15
-4.909686	-65.240265	bin_12
2.7379751	2.6627095	bin_6
-62.67474	-3.5127635	bin_4
18.09161	-6.820931	bin_10
-57.567974	17.432585	bin_1
33.67322	19.279787	bin_13
18.087465	25.19029	bin_3
-29.395794	55.778908	bin_16
-3.6855752	12.934255	bin_15
-67.72198	-6.0143194	bin_4
2.145296	7.059584	bin_6
22.474354	2.7065272	bin_10
-58.84673	14.107541	bin_1
20.755917	25.62046	bin_3
33.299595	18.621302	bin_13
46.547417	-10.183076	bin_14
-4.733666	-66.70533	bin_12
-5.7359257	12.457214	bin_15
-68.47999	-1.9787471	bin_4
15.014897	-5.830903	bin_10
0.8640002	12.909533	bin_6
-30.470465	57.917057	bin_16
26.491238	23.957794	bin_3
15.371816	-6.6274095	bin_10
34.395542	20.567467	bin_13
-68.87082	-2.149871	bin_4
-4.7448854	12.958498	bin_15
2.2127516	6.373506	bin_6
-29.874367	55.43769	bin_16
-57.459705	14.520293	bin_1
44.86313	-7.5205045	bin_14
-5.0026627	-66.5178	bin_12
16.885695	25.07033	bin_3
17.868696	-7.351744	bin_10
26.018013	-43.62974	bin_4
34.560253	20.864788	bin_13
-1.2000107	15.096679	bin_15
0.6546022	15.3281975	bin_6
-30.12202	57.13043	bin_16
21.757252	-2.1627796	bin_10
19.268074	25.231281	bin_3
43.250248	-9.475907	bin_14
-53.9115	12.8426895	bin_1
-64.83564	-6.506742	bin_4
35.126858	21.980938	bin_13
-4.2499847	13.517027	bin_15
20.87861	0.07764523	bin_10
-3.2169871	-66.67097	bin_12
2.2746794	6.172016	bin_6
-29.889032	57.226353	bin_16
21.526463	23.436699	bin_3
-64.49255	-2.420862	bin_4
17.8099	23.230356	bin_3
23.696573	-2.684021	bin_10
46.839222	-6.730377	bin_14
34.761593	21.252405	bin_13
-5.0475106	-65.59345	bin_12
0.69493836	15.6513815	bin_6
-29.924755	60.308887	bin_16
18.48906	25.70247	bin_3
-6.804394	11.128459	bin_15
18.623655	-7.761784	bin_10
-64.350655	-3.0618675	bin_4
23.181355	21.982237	bin_3
-6.2585716	-64.08599	bin_12
-55.190586	15.619595	bin_1
45.45802	-10.879095	bin_14
0.8061769	9.277141	bin_6
-30.330654	57.651554	bin_16
21.558552	0.998178	bin_10
8.780187	-15.833112	bin_15
-67.4596	-5.8099456	bin_4
33.44832	18.86076	bin_13
-17.090588	20.431232	bin_17
-6.453807	-66.80031	bin_12
-57.083668	16.063017	bin_1
17.784605	-8.00495	bin_10
2.1871502	6.7200613	bin_6
-29.301683	59.74891	bin_16
9.84561	-14.47828	bin_15
-68.04682	-4.8767333	bin_4
34.367855	20.356096	bin_13
20.655561	1.4298663	bin_10
-17.368254	19.557024	bin_17
-3.8573	-66.58171	bin_12
-65.713455	-6.500587	bin_4
8.844715	-14.125149	bin_15
2.1051476	8.225648	bin_6
-27.686796	56.888462	bin_16
18.0842	-6.413863	bin_10
-60.70469	13.010464	bin_1
33.73388	19.280207	bin_13
44.615547	-9.589348	bin_14
-18.388601	19.749857	bin_17
-67.455795	-0.53309983	bin_4
-4.64375	-66.68493	bin_12
24.644432	3.8740594	bin_10
9.860906	-15.453372	bin_15
1.117578	9.004307	bin_6
-28.226192	55.025234	bin_16
-54.769188	12.3706875	bin_1
34.24224	20.311295	bin_13
-16.703268	19.961668	bin_17
-67.31075	-6.608169	bin_4
-6.3387	-66.750046	bin_12
18.700062	0.7064924	bin_10
8.630674	-14.347588	bin_15
1.453778	10.548704	bin_6
22.978071	3.213644	bin_10
-69.40021	-1.7122039	bin_4
-59.25192	12.484883	bin_1
-14.36671	18.749866	bin_17
21.5096	-18.90776	bin_13
9.907326	-15.138126	bin_15
0.87848735	9.663026	bin_6
-31.402903	58.78118	bin_16
23.526428	3.0195415	bin_10
-68.99445	-3.0730877	bin_4
-4.629281	-65.60545	bin_12
-56.55752	13.188382	bin_1
-18.012363	18.453054	bin_17
46.64844	-9.341787	bin_14
21.476002	-20.179897	bin_13
10.270712	-16.091915	bin_15
-67.449646	-4.7483435	bin_4
18.504313	-1.6279404	bin_10
1.8914413	7.303545	bin_6
-18.455385	19.27249	bin_17
-54.777264	11.079747	bin_1
21.313093	-20.443563	bin_13
-29.516676	57.60993	bin_16
22.785244	0.103257	bin_10
-67.8067	-1.6947166	bin_4
2.3233051	5.4809694	bin_6
-5.730235	-64.621056	bin_12
-13.727045	15.455983	bin_17
14.931566	-5.6437974	bin_10
-60.48161	12.333063	bin_1
9.4131565	-14.558004	bin_15
-67.65893	-5.340564	bin_4
22.199675	-20.447159	bin_13
3.9677188	-1.038963	bin_6
25.613195	4.7649813	bin_10
-30.538376	59.156784	bin_16
44.54339	-9.308477	bin_14
-67.0531	-3.8442416	bin_4
-16.08174	19.040878	bin_17
9.784419	-14.986069	bin_15
-55.6668	12.11309	bin_1
22.26142	-20.313501	bin_13
18.511374	-6.9488072	bin_10
-4.399767	-65.90187	bin_12
10.213327	-26.082668	bin_6
-63.16264	-5.306448	bin_4
-13.973892	17.194075	bin_17
8.517735	-13.9404545	bin_15
-57.663025	12.068557	bin_1
24.149057	3.989294	bin_10
-29.384949	57.37491	bin_16
35.025036	21.74992	bin_13
-64.611534	-3.9808702	bin_4
10.342164	-25.398026	bin_6
45.01246	-9.309963	bin_14
17.415956	-9.661984	bin_10
-17.692366	18.537443	bin_17
-4.4907236	13.488565	bin_15
-7.4859223	-67.17931	bin_12
-54.534607	14.105189	bin_1
-67.05327	-0.75331587	bin_4
22.132349	-19.561459	bin_13
18.385357	-4.141221	bin_10
-17.83874	18.370543	bin_17
-63.94531	-1.6795546	bin_4
-4.043514	12.975532	bin_15
4.22042	-1.7201935	bin_6
-55.23408	12.097296	bin_1
19.511494	-6.421347	bin_10
22.143015	-19.334	bin_13
-28.750591	58.999615	bin_16
19.092154	-28.120916	bin_14
-2.104515	-65.76371	bin_12
-68.010376	-2.1076772	bin_4
-18.926647	18.213497	bin_17
17.308157	-3.1061013	bin_10
8.915028	-13.69892	bin_15
11.829196	-27.149437	bin_6
-59.772617	11.60992	bin_1
-66.72934	-0.43501657	bin_4
21.888294	-18.740551	bin_13
18.903923	-0.9175777	bin_10
-26.434881	58.290142	bin_16
-15.000466	17.048622	bin_17
9.473382	-14.4564495	bin_15
-4.57194	-64.8921	bin_12
12.040969	-26.306538	bin_6
45.144215	-8.694164	bin_14
-56.24641	17.208858	bin_1
-66.35681	-4.1420937	bin_4
18.704283	-5.561135	bin_10
35.11736	21.94382	bin_13
-17.208984	19.955221	bin_17
9.019931	-15.837692	bin_15
-68.66193	-4.938544	bin_4
16.855747	-2.8602784	bin_10
12.03811	-27.162851	bin_6
-26.433968	58.50688	bin_16
-5.071222	-67.01851	bin_12
35.17328	22.048319	bin_13
-66.420555	-7.0629425	bin_4
21.349808	-6.6365795	bin_10
45.492313	-9.2775345	bin_14
-17.316683	19.807348	bin_17
-56.004528	16.155752	bin_1
13.029434	-25.88315	bin_6
-5.91502	-66.31579	bin_12
33.03812	18.171474	bin_13
-66.7371	-3.162251	bin_4
8.109351	-14.273202	bin_15
20.500803	-2.0919917	bin_10
-16.472353	19.70632	bin_17
-26.446556	58.615505	bin_16
-59.745018	14.578138	bin_1
-6.0637884	-66.02809	bin_12
11.976236	-24.718077	bin_6
-66.41876	-3.3145454	bin_4
19.725637	-0.5324253	bin_10
9.230677	-15.590916	bin_15
33.317745	18.646029	bin_13
45.52198	-8.825776	bin_14
-18.354427	18.357265	bin_17
-67.03274	-5.316372	bin_4
23.499643	2.2963076	bin_10
-28.325083	58.352737	bin_16
-59.446484	12.403779	bin_1
12.456608	-26.64908	bin_6
9.677236	-14.349603	bin_15
34.756134	21.238611	bin_13
-6.101879	-65.16611	bin_12
-68.36094	-2.8110695	bin_4
20.391306	1.204007	bin_10
-18.892056	18.969364	bin_17
45.533787	-8.956509	bin_14
-30.592106	57.579956	bin_16
-57.25738	10.04122	bin_1
12.450364	-26.344717	bin_6
-67.4357	-5.1796618	bin_4
20.395727	0.22194277	bin_10
9.459318	-14.618388	bin_15
20.88689	-17.692726	bin_13
-14.420843	16.02587	bin_17
46.20579	-7.127004	bin_14
-5.5752354	-64.17111	bin_12
-65.19771	-6.900306	bin_4
20.796974	-2.6803665	bin_10
12.198561	-25.46077	bin_6
-55.27805	12.877732	bin_1
-30.19883	57.474922	bin_16
9.975116	-15.684897	bin_15
22.266851	-19.251827	bin_13
-18.050701	18.24195	bin_17
-62.14872	-3.3227067	bin_4
20.360651	-2.2773352	bin_10
44.527542	-5.6694827	bin_14
-54.15226	16.62095	bin_1
-27.801985	55.421265	bin_16
-6.4553013	-65.63738	bin_12
11.772063	-27.225107	bin_6
10.374693	-15.541967	bin_15
-65.47581	-0.8368172	bin_4
17.830107	-6.3660808	bin_10
21.034048	-20.079924	bin_13
-16.33456	19.04489	bin_17
-5.7052274	-66.19173	bin_12
-65.93282	-1.2763121	bin_4
24.469177	4.033825	bin_10
11.251247	-27.401947	bin_6
-30.416327	55.620556	bin_16
10.803442	-15.824918	bin_15
34.676186	21.070667	bin_13
-54.8067	16.505255	bin_1
47.37117	-8.117609	bin_14
-4.5732703	-66.25494	bin_12
14.881341	-3.8063045	bin_10
-16.88653	16.90109	bin_17
12.23764	-25.266787	bin_6
-69.01736	-2.2693636	bin_4
9.258272	-15.184465	bin_15
34.674187	21.109106	bin_13
17.46828	-6.04174	bin_10
-58.588066	16.914762	bin_1
-3.450494	-67.60524	bin_12
45.84548	-10.343188	bin_14
-17.72076	20.170744	bin_17
16.23309	-9.175643	bin_10
11.662223	-24.961502	bin_6
-30.16476	57.655666	bin_16
-68.9182	-4.7554946	bin_4
-58.124725	11.53268	bin_1
-6.6653447	-66.48361	bin_12
45.928604	-8.052136	bin_14
8.404475	-14.262331	bin_15
34.860664	21.442461	bin_13
-17.735432	17.619492	bin_17
17.724915	-1.79601	bin_10
11.765359	-25.820581	bin_6
-29.21823	58.438473	bin_16
-68.00363	-0.21145353	bin_4
-6.2382836	-67.288574	bin_12
-55.709423	14.738761	bin_1
19.926428	-7.5438957	bin_10
10.237293	-15.438567	bin_15
33.50035	18.955717	bin_13
